2025-08-18 20:12:02 - root - INFO - Logging initialized
2025-08-18 20:12:02 - root - INFO - Configuration: ScraperConfig(start_year=2008, end_year=2025, content_type='both', output_dir='scraped_content', delay=1.0, user_agent='Church-Content-Scraper/1.0')
2025-08-18 20:12:02 - FileManager - DEBUG - FileManager initialized with base directory: /Users/jaredteerlink/repos/church-gpt/scraped_content
2025-08-18 20:12:02 - ConferenceScraper - INFO - Starting General Conference scraping...
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2019/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2020/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2020/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2021/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2021/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2022/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2022/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2023/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2023/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2024/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2024/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2025/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Generated conference URL: https://www.churchofjesuschrist.org/study/general-conference/2025/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - INFO - Generated 36 conference URLs for years 2008-2025
2025-08-18 20:12:02 - ConferenceScraper - INFO - Counting total talks for progress tracking...
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Counting talks for conference: 2008-04
2025-08-18 20:12:02 - ConferenceScraper - INFO - Scraping conference page: https://www.churchofjesuschrist.org/study/general-conference/2008/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Attempting to fetch URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04?lang=eng (attempt 1/10)
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Successfully fetched URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04?lang=eng (329749 bytes)
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/saturday-morning-session?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/the-sustaining-of-church-officers?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/salvation-and-exaltation?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/special-experiences?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/righteous-traditions?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/restoring-faith-in-the-family?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/concern-for-the-one?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/the-true-and-living-church?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/saturday-afternoon-session?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/church-auditing-department-report-2007?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/statistical-report-2007?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/testimony?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/gaining-a-testimony-of-god-the-father-his-son-jesus-christ-and-the-holy-ghost?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/opening-our-hearts?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/service-a-divine-quality?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/three-presiding-high-priests?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/to-heal-the-shattering-consequences-of-abuse?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/the-gospel-of-jesus-christ?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/priesthood-session?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/give-heed-unto-the-prophets-words?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/and-who-is-my-neighbor?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/do-you-know-who-you-are?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/a-12-year-old-deacon?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/a-matter-of-a-few-degrees?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/faith-and-the-oath-and-covenant-of-the-priesthood?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/examples-of-righteousness?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/sunday-morning-session?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/faith-of-our-father?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/born-again?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/the-best-investment?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/my-soul-delighteth-in-the-things-of-the-lord?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/the-twelve?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/looking-back-and-moving-forward?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/sunday-afternoon-session?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/my-words-never-cease?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/ask-in-faith?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/we-will-not-yield-we-cannot-yield?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/the-power-of-light-and-truth?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/one-among-the-crowd?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/today?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/a-book-with-a-promise?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/daughters-of-god?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/abundantly-blessed?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/young-women-session?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/stand-as-a-witness?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/at-all-times-in-all-things-and-in-all-places?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/anchors-of-testimony?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/walk-in-the-light?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/04/saturday-morning-session
2025-08-18 20:12:02 - ConferenceScraper - INFO - Found 49 talk URLs on conference page: https://www.churchofjesuschrist.org/study/general-conference/2008/04?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Found 49 talks for 2008-04
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Counting talks for conference: 2008-10
2025-08-18 20:12:02 - ConferenceScraper - INFO - Scraping conference page: https://www.churchofjesuschrist.org/study/general-conference/2008/10?lang=eng
2025-08-18 20:12:02 - ConferenceScraper - DEBUG - Attempting to fetch URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10?lang=eng (attempt 1/10)
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Successfully fetched URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10?lang=eng (306189 bytes)
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/saturday-morning-session?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/welcome-to-conference?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/let-him-do-it-with-simplicity?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/go-ye-therefore?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/you-know-enough?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/because-my-father-read-the-book-of-mormon?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/sacrament-meeting-and-the-sacrament?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/the-infinite-power-of-hope?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/saturday-afternoon-session?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/the-sustaining-of-church-officers?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/come-what-may-and-love-it?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/the-ministry-of-angels?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/even-a-child-can-understand?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/the-way?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/come-to-zion?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/pray-always?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/priesthood-session?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/honor-the-priesthood-and-use-it-well?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/arms-of-safety?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/winning-the-war-against-evil?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/lift-where-you-stand?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/o-ye-that-embark?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/to-learn-to-do-to-be?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/sunday-morning-session?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/our-hearts-knit-as-one?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/christian-courage-the-price-of-discipleship?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/god-loves-and-helps-all-of-his-children?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/a-return-to-virtue?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/the-truth-of-god-shall-go-forth?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/finding-joy-in-the-journey?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/sunday-afternoon-session?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/the-test?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/celestial-marriage?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/gospel-teaching-our-most-important-calling?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/returning-home?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/testimony-as-a-process?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/hope-ya-know-we-had-a-hard-time?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/until-we-meet-again?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/relief-society-session?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/fulfilling-the-purpose-of-relief-society?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/holy-temples-sacred-covenants?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/now-let-us-rejoice?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/happiness-your-heritage?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2008/10/saturday-morning-session
2025-08-18 20:12:03 - ConferenceScraper - INFO - Found 44 talk URLs on conference page: https://www.churchofjesuschrist.org/study/general-conference/2008/10?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Found 44 talks for 2008-10
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Counting talks for conference: 2009-04
2025-08-18 20:12:03 - ConferenceScraper - INFO - Scraping conference page: https://www.churchofjesuschrist.org/study/general-conference/2009/04?lang=eng
2025-08-18 20:12:03 - ConferenceScraper - DEBUG - Attempting to fetch URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04?lang=eng (attempt 1/10)
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Successfully fetched URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04?lang=eng (319302 bytes)
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/saturday-morning-session?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/welcome-to-conference?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/becoming-provident-providers-temporally-and-spiritually?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/respect-and-reverence?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/revealed-quorum-principles?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/finding-strength-in-challenging-times?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/the-power-of-covenants?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/adversity?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/saturday-afternoon-session?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/the-sustaining-of-church-officers?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/church-auditing-department-report-2008?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/statistical-report-2008?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/learning-the-lessons-of-the-past?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/our-fathers-plan-big-enough-for-all-his-children?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/faith-in-the-lord-jesus-christ?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/faith-in-adversity?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/temple-worship-the-source-of-strength-and-power-in-times-of-need?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/lessons-from-the-lords-prayers?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/priesthood-session?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/counsel-to-young-men?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/this-is-your-phone-call?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/priesthood-responsibilities?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/we-are-doing-a-great-work-and-cannot-come-down?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/man-down?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/be-your-best-self?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/sunday-morning-session?lang=eng
2025-08-18 20:12:04 - ConferenceScraper - DEBUG - Found talk URL: https://www.churchofjesuschrist.org/study/general-conference/2009/04/the-way-of-the-disciple?lang=eng
